id,customer_id,status,created_at,updated_at,total_amount
1041,198,cancelled,2027-11-07,2028-09-06,1064.92
1042,124,completed,2027-11-08,2028-09-07,1028.3
1043,90,pending,2027-11-09,2028-09-08,1024.64
1044,138,completed,2027-11-10,2028-09-09,1067.25
1045,45,cancelled,2027-11-11,2028-09-10,1050.14
1046,198,cancelled,2027-11-12,2028-09-11,1010.79
1047,124,completed,2027-11-13,2028-09-12,1054.84
1048,90,pending,2027-11-14,2028-09-13,1000.41
1049,138,completed,2027-11-15,2028-09-14,1020.87
1050,45,cancelled,2027-11-16,2028-09-15,1064.35
1051,198,cancelled,2027-11-17,2028-09-16,1079.97
1052,124,completed,2027-11-18,2028-09-17,1025.17
1053,90,pending,2027-11-19,2028-09-18,1049.51
1054,138,completed,2027-11-20,2028-09-19,1050.7
1055,45,cancelled,2027-11-21,2028-09-20,1097.48
1056,198,cancelled,2027-11-22,2028-09-21,1033.17
1057,124,completed,2027-11-23,2028-09-22,1032.56
1058,90,pending,2027-11-24,2028-09-23,1086.14
1059,138,completed,2027-11-25,2028-09-24,1014.32
1060,45,cancelled,2027-11-26,2028-09-25,1011.41
1061,198,cancelled,2027-11-27,2028-09-26,1028.86
1062,124,completed,2027-11-28,2028-09-27,1080.03
1063,90,pending,2027-11-29,2028-09-28,1071.69
1064,138,completed,2027-11-30,2028-09-29,1001.18
1065,45,cancelled,2027-12-01,2028-09-30,1031.13
1066,198,cancelled,2027-12-02,2028-10-01,1038.06
1067,124,completed,2027-12-03,2028-10-02,1091.7
1068,90,pending,2027-12-04,2028-10-03,1090.42
1069,138,completed,2027-12-05,2028-10-04,1083.43
1070,45,cancelled,2027-12-06,2028-10-05,1098.78
1071,198,cancelled,2027-12-07,2028-10-06,1056.72
1072,124,completed,2027-12-08,2028-10-07,1059.89
1073,90,pending,2027-12-09,2028-10-08,1045.39
1074,138,completed,2027-12-10,2028-10-09,1083.29
1075,45,cancelled,2027-12-11,2028-10-10,1066.4
1076,198,cancelled,2027-12-12,2028-10-11,1060.26
1077,124,completed,2027-12-13,2028-10-12,1050.21
1078,90,pending,2027-12-14,2028-10-13,1089.18
1079,138,completed,2027-12-15,2028-10-14,1001.19
1080,45,cancelled,2027-12-16,2028-10-15,1089.08
1081,198,cancelled,2027-12-17,2028-10-16,1048.81
1082,124,completed,2027-12-18,2028-10-17,1083.32
1083,90,pending,2027-12-19,2028-10-18,1081.18
1084,138,completed,2027-12-20,2028-10-19,1003.71
1085,45,cancelled,2027-12-21,2028-10-20,1012.87
1086,198,cancelled,2027-12-22,2028-10-21,1005.36
1087,124,completed,2027-12-23,2028-10-22,1067.83
1088,90,pending,2027-12-24,2028-10-23,1030.64
1089,138,completed,2027-12-25,2028-10-24,1017.81
1090,45,cancelled,2027-12-26,2028-10-25,1078.07
1091,198,cancelled,2027-12-27,2028-10-26,1044.27
1092,124,completed,2027-12-28,2028-10-27,1005.97
1093,90,pending,2027-12-29,2028-10-28,1089.16
1094,138,completed,2027-12-30,2028-10-29,1011.09
1095,45,cancelled,2027-12-31,2028-10-30,1004.23
1096,198,cancelled,2028-01-01,2028-10-31,1008.95
1097,124,completed,2028-01-02,2028-11-01,1025.47
1098,90,pending,2028-01-03,2028-11-02,1061.4
1099,138,completed,2028-01-04,2028-11-03,1007.34
1100,45,cancelled,2028-01-05,2028-11-04,1010.78
1101,198,cancelled,2028-01-06,2028-11-05,1090.44
1102,124,completed,2028-01-07,2028-11-06,1050.63
1103,90,pending,2028-01-08,2028-11-07,1079.57
1104,138,completed,2028-01-09,2028-11-08,1035.99
1105,45,cancelled,2028-01-10,2028-11-09,1066.07
1106,198,cancelled,2028-01-11,2028-11-10,1080.55
1107,124,completed,2028-01-12,2028-11-11,1033.0
1108,90,pending,2028-01-13,2028-11-12,1092.02
1109,138,completed,2028-01-14,2028-11-13,1042.87
1110,45,cancelled,2028-01-15,2028-11-14,1036.89
1111,198,cancelled,2028-01-16,2028-11-15,1068.75
1112,124,completed,2028-01-17,2028-11-16,1021.08
1113,90,pending,2028-01-18,2028-11-17,1050.28
1114,138,completed,2028-01-19,2028-11-18,1060.98
1115,45,cancelled,2028-01-20,2028-11-19,1024.75
1116,198,cancelled,2028-01-21,2028-11-20,1039.32
1117,124,completed,2028-01-22,2028-11-21,1003.81
1118,90,pending,2028-01-23,2028-11-22,1089.77
1119,138,completed,2028-01-24,2028-11-23,1087.53
1120,45,cancelled,2028-01-25,2028-11-24,1078.72
1121,198,cancelled,2028-01-26,2028-11-25,1075.82
1122,124,completed,2028-01-27,2028-11-26,1093.78
1123,90,pending,2028-01-28,2028-11-27,1062.35
1124,138,completed,2028-01-29,2028-11-28,1034.64
1125,45,cancelled,2028-01-30,2028-11-29,1071.44
1126,198,cancelled,2028-01-31,2028-11-30,1034.14
1127,124,completed,2028-02-01,2028-12-01,1034.23
1128,90,pending,2028-02-02,2028-12-02,1062.95
1129,138,completed,2028-02-03,2028-12-03,1096.95
1130,45,cancelled,2028-02-04,2028-12-04,1099.87
1131,198,cancelled,2028-02-05,2028-12-05,1097.41
1132,124,completed,2028-02-06,2028-12-06,1056.85
1133,90,pending,2028-02-07,2028-12-07,1040.98
1134,138,completed,2028-02-08,2028-12-08,1044.59
1135,45,cancelled,2028-02-09,2028-12-09,1080.04
1136,198,cancelled,2028-02-10,2028-12-10,1085.11
1137,124,completed,2028-02-11,2028-12-11,1061.89
1138,90,pending,2028-02-12,2028-12-12,1028.11
1139,138,completed,2028-02-13,2028-12-13,1053.29
1140,45,cancelled,2028-02-14,2028-12-14,1043.58
1141,198,cancelled,2028-02-15,2028-12-15,1075.03
1142,124,completed,2028-02-16,2028-12-16,1067.13
1143,90,pending,2028-02-17,2028-12-17,1069.2
1144,138,completed,2028-02-18,2028-12-18,1060.99
1145,45,cancelled,2028-02-19,2028-12-19,1024.65
1146,198,cancelled,2028-02-20,2028-12-20,1021.82
1147,124,completed,2028-02-21,2028-12-21,1043.96
1148,90,pending,2028-02-22,2028-12-22,1032.48
1149,138,completed,2028-02-23,2028-12-23,1017.93
1150,45,cancelled,2028-02-24,2028-12-24,1008.46
1151,198,cancelled,2028-02-25,2028-12-25,1026.44
1152,124,completed,2028-02-26,2028-12-26,1066.43
1153,90,pending,2028-02-27,2028-12-27,1044.22
1154,138,completed,2028-02-28,2028-12-28,1052.21
1155,45,cancelled,2028-02-29,2028-12-29,1037.44
1156,198,cancelled,2028-03-01,2028-12-30,1014.59
1157,124,completed,2028-03-02,2028-12-31,1098.62
1158,90,pending,2028-03-03,2029-01-01,1098.04
1159,138,completed,2028-03-04,2029-01-02,1010.4
1160,45,cancelled,2028-03-05,2029-01-03,1013.1
1161,198,cancelled,2028-03-06,2029-01-04,1001.3
1162,124,completed,2028-03-07,2029-01-05,1062.58
1163,90,pending,2028-03-08,2029-01-06,1093.63
1164,138,completed,2028-03-09,2029-01-07,1049.5
1165,45,cancelled,2028-03-10,2029-01-08,1072.02
1166,198,cancelled,2028-03-11,2029-01-09,1021.67
1167,124,completed,2028-03-12,2029-01-10,1006.89
1168,90,pending,2028-03-13,2029-01-11,1029.4
1169,138,completed,2028-03-14,2029-01-12,1031.56
1170,45,cancelled,2028-03-15,2029-01-13,1052.92
1171,198,cancelled,2028-03-16,2029-01-14,1083.07
1172,124,completed,2028-03-17,2029-01-15,1096.6
1173,90,pending,2028-03-18,2029-01-16,1000.66
1174,138,completed,2028-03-19,2029-01-17,1089.86
1175,45,cancelled,2028-03-20,2029-01-18,1078.16
1176,198,cancelled,2028-03-21,2029-01-19,1055.71
1177,124,completed,2028-03-22,2029-01-20,1078.79
1178,90,pending,2028-03-23,2029-01-21,1015.86
1179,138,completed,2028-03-24,2029-01-22,1096.55
1180,45,cancelled,2028-03-25,2029-01-23,1023.05
1181,198,cancelled,2028-03-26,2029-01-24,1082.5
1182,124,completed,2028-03-27,2029-01-25,1083.7
1183,90,pending,2028-03-28,2029-01-26,1053.31
1184,138,completed,2028-03-29,2029-01-27,1016.82
1185,45,cancelled,2028-03-30,2029-01-28,1048.05
1186,198,cancelled,2028-03-31,2029-01-29,1017.41
1187,124,completed,2028-04-01,2029-01-30,1000.31
1188,90,pending,2028-04-02,2029-01-31,1075.24
1189,138,completed,2028-04-03,2029-02-01,1096.15
1190,45,cancelled,2028-04-04,2029-02-02,1099.21
1191,198,cancelled,2028-04-05,2029-02-03,1019.67
1192,124,completed,2028-04-06,2029-02-04,1082.19
1193,90,pending,2028-04-07,2029-02-05,1078.21
1194,138,completed,2028-04-08,2029-02-06,1040.88
1195,45,cancelled,2028-04-09,2029-02-07,1042.52
1196,198,cancelled,2028-04-10,2029-02-08,1057.05
1197,124,completed,2028-04-11,2029-02-09,1035.75
1198,90,pending,2028-04-12,2029-02-10,1058.78
1199,138,completed,2028-04-13,2029-02-11,1020.87
1200,45,cancelled,2028-04-14,2029-02-12,1074.13
1201,198,cancelled,2028-04-15,2029-02-13,1085.29
1202,124,completed,2028-04-16,2029-02-14,1053.29
1203,90,pending,2028-04-17,2029-02-15,1067.17
1204,138,completed,2028-04-18,2029-02-16,1039.05
1205,45,cancelled,2028-04-19,2029-02-17,1046.64
1206,198,cancelled,2028-04-20,2029-02-18,1073.92
1207,124,completed,2028-04-21,2029-02-19,1046.04
1208,90,pending,2028-04-22,2029-02-20,1061.67
1209,138,completed,2028-04-23,2029-02-21,1036.21
1210,45,cancelled,2028-04-24,2029-02-22,1000.21
1211,198,cancelled,2028-04-25,2029-02-23,1097.03
1212,124,completed,2028-04-26,2029-02-24,1074.18
1213,90,pending,2028-04-27,2029-02-25,1089.59
1214,138,completed,2028-04-28,2029-02-26,1077.26
1215,45,cancelled,2028-04-29,2029-02-27,1032.14
1216,198,cancelled,2028-04-30,2029-02-28,1064.33
1217,124,completed,2028-05-01,2029-03-01,1036.61
1218,90,pending,2028-05-02,2029-03-02,1054.65
1219,138,completed,2028-05-03,2029-03-03,1099.39
1220,45,cancelled,2028-05-04,2029-03-04,1097.84
1221,198,cancelled,2028-05-05,2029-03-05,1067.87
1222,124,completed,2028-05-06,2029-03-06,1002.06
1223,90,pending,2028-05-07,2029-03-07,1094.65
1224,138,completed,2028-05-08,2029-03-08,1020.27
1225,45,cancelled,2028-05-09,2029-03-09,1006.41
1226,198,cancelled,2028-05-10,2029-03-10,1026.5
1227,124,completed,2028-05-11,2029-03-11,1059.1
1228,90,pending,2028-05-12,2029-03-12,1053.49
1229,138,completed,2028-05-13,2029-03-13,1057.73
1230,45,cancelled,2028-05-14,2029-03-14,1048.22
1231,198,cancelled,2028-05-15,2029-03-15,1009.55
1232,124,completed,2028-05-16,2029-03-16,1010.9
1233,90,pending,2028-05-17,2029-03-17,1045.25
1234,138,completed,2028-05-18,2029-03-18,1067.41
1235,45,cancelled,2028-05-19,2029-03-19,1036.15
1236,198,cancelled,2028-05-20,2029-03-20,1029.67
1237,124,completed,2028-05-21,2029-03-21,1077.86
1238,90,pending,2028-05-22,2029-03-22,1045.22
1239,138,completed,2028-05-23,2029-03-23,1072.05
1240,45,cancelled,2028-05-24,2029-03-24,1035.28
1241,198,cancelled,2028-05-25,2029-03-25,1071.88
1242,124,completed,2028-05-26,2029-03-26,1055.01
1243,90,pending,2028-05-27,2029-03-27,1008.62
1244,138,completed,2028-05-28,2029-03-28,1021.88
1245,45,cancelled,2028-05-29,2029-03-29,1000.73
1246,198,cancelled,2028-05-30,2029-03-30,1046.43
1247,124,completed,2028-05-31,2029-03-31,1090.19
1248,90,pending,2028-06-01,2029-04-01,1008.36
1249,138,completed,2028-06-02,2029-04-02,1095.88
1250,45,cancelled,2028-06-03,2029-04-03,1041.74
1251,198,cancelled,2028-06-04,2029-04-04,1036.1
1252,124,completed,2028-06-05,2029-04-05,1087.04
1253,90,pending,2028-06-06,2029-04-06,1041.34
1254,138,completed,2028-06-07,2029-04-07,1073.37
1255,45,cancelled,2028-06-08,2029-04-08,1047.73
1256,198,cancelled,2028-06-09,2029-04-09,1021.81
1257,124,completed,2028-06-10,2029-04-10,1058.14
1258,90,pending,2028-06-11,2029-04-11,1088.65
1259,138,completed,2028-06-12,2029-04-12,1085.0
1260,45,cancelled,2028-06-13,2029-04-13,1064.67
1261,198,cancelled,2028-06-14,2029-04-14,1008.93
1262,124,completed,2028-06-15,2029-04-15,1026.47
1263,90,pending,2028-06-16,2029-04-16,1013.86
1264,138,completed,2028-06-17,2029-04-17,1033.44
1265,45,cancelled,2028-06-18,2029-04-18,1090.09
1266,198,cancelled,2028-06-19,2029-04-19,1033.91
1267,124,completed,2028-06-20,2029-04-20,1086.2
1268,90,pending,2028-06-21,2029-04-21,1073.05
1269,138,completed,2028-06-22,2029-04-22,1081.77
1270,45,cancelled,2028-06-23,2029-04-23,1024.92
1271,198,cancelled,2028-06-24,2029-04-24,1013.23
1272,124,completed,2028-06-25,2029-04-25,1010.4
1273,90,pending,2028-06-26,2029-04-26,1069.41
1274,138,completed,2028-06-27,2029-04-27,1035.55
1275,45,cancelled,2028-06-28,2029-04-28,1084.24
1276,198,cancelled,2028-06-29,2029-04-29,1085.71
1277,124,completed,2028-06-30,2029-04-30,1008.2
1278,90,pending,2028-07-01,2029-05-01,1094.01
1279,138,completed,2028-07-02,2029-05-02,1092.78
1280,45,cancelled,2028-07-03,2029-05-03,1040.69
1281,198,cancelled,2028-07-04,2029-05-04,1082.42
1282,124,completed,2028-07-05,2029-05-05,1044.48
1283,90,pending,2028-07-06,2029-05-06,1080.19
1284,138,completed,2028-07-07,2029-05-07,1061.95
1285,45,cancelled,2028-07-08,2029-05-08,1008.21
1286,198,cancelled,2028-07-09,2029-05-09,1079.87
1287,124,completed,2028-07-10,2029-05-10,1024.57
1288,90,pending,2028-07-11,2029-05-11,1092.93
1289,138,completed,2028-07-12,2029-05-12,1056.12
1290,45,cancelled,2028-07-13,2029-05-13,1016.33
1291,198,cancelled,2028-07-14,2029-05-14,1091.8
1292,124,completed,2028-07-15,2029-05-15,1089.95
1293,90,pending,2028-07-16,2029-05-16,1044.71
1294,138,completed,2028-07-17,2029-05-17,1068.05
1295,45,cancelled,2028-07-18,2029-05-18,1080.34
1296,198,cancelled,2028-07-19,2029-05-19,1036.24
1297,124,completed,2028-07-20,2029-05-20,1079.86
1298,90,pending,2028-07-21,2029-05-21,1033.92
1299,138,completed,2028-07-22,2029-05-22,1051.01
1300,45,cancelled,2028-07-23,2029-05-23,1063.07
1301,198,cancelled,2028-07-24,2029-05-24,1076.1
1302,124,completed,2028-07-25,2029-05-25,1059.2
1303,90,pending,2028-07-26,2029-05-26,1012.69
1304,138,completed,2028-07-27,2029-05-27,1062.59
1305,45,cancelled,2028-07-28,2029-05-28,1051.81
1306,198,cancelled,2028-07-29,2029-05-29,1054.71
1307,124,completed,2028-07-30,2029-05-30,1077.01
1308,90,pending,2028-07-31,2029-05-31,1028.93
1309,138,completed,2028-08-01,2029-06-01,1020.87
1310,45,cancelled,2028-08-02,2029-06-02,1018.42
1311,198,cancelled,2028-08-03,2029-06-03,1056.73
1312,124,completed,2028-08-04,2029-06-04,1076.56
1313,90,pending,2028-08-05,2029-06-05,1056.28
1314,138,completed,2028-08-06,2029-06-06,1006.41
1315,45,cancelled,2028-08-07,2029-06-07,1034.78
1316,198,cancelled,2028-08-08,2029-06-08,1042.19
1317,124,completed,2028-08-09,2029-06-09,1095.5
1318,90,pending,2028-08-10,2029-06-10,1030.5
1319,138,completed,2028-08-11,2029-06-11,1090.91
1320,45,cancelled,2028-08-12,2029-06-12,1027.61
1321,198,cancelled,2028-08-13,2029-06-13,1085.21
1322,124,completed,2028-08-14,2029-06-14,1073.93
1323,90,pending,2028-08-15,2029-06-15,1046.03
1324,138,completed,2028-08-16,2029-06-16,1039.93
1325,45,cancelled,2028-08-17,2029-06-17,1041.66
1326,198,cancelled,2028-08-18,2029-06-18,1079.13
1327,124,completed,2028-08-19,2029-06-19,1059.62
1328,90,pending,2028-08-20,2029-06-20,1012.6
1329,138,completed,2028-08-21,2029-06-21,1083.04
1330,45,cancelled,2028-08-22,2029-06-22,1069.03
1331,198,cancelled,2028-08-23,2029-06-23,1053.41
1332,124,completed,2028-08-24,2029-06-24,1082.39
1333,90,pending,2028-08-25,2029-06-25,1038.06
1334,138,completed,2028-08-26,2029-06-26,1084.49
1335,45,cancelled,2028-08-27,2029-06-27,1077.03
1336,198,cancelled,2028-08-28,2029-06-28,1098.1
1337,124,completed,2028-08-29,2029-06-29,1080.56
1338,90,pending,2028-08-30,2029-06-30,1051.58
1339,138,completed,2028-08-31,2029-07-01,1056.06
1340,45,cancelled,2028-09-01,2029-07-02,1025.91
1341,198,cancelled,2028-09-02,2029-07-03,1002.76
1342,124,completed,2028-09-03,2029-07-04,1008.39
1343,90,pending,2028-09-04,2029-07-05,1043.33
1344,138,completed,2028-09-05,2029-07-06,1019.75
1345,45,cancelled,2028-09-06,2029-07-07,1099.03
1346,198,cancelled,2028-09-07,2029-07-08,1036.29
1347,124,completed,2028-09-08,2029-07-09,1049.42
1348,90,pending,2028-09-09,2029-07-10,1037.98
1349,138,completed,2028-09-10,2029-07-11,1080.6
1350,45,cancelled,2028-09-11,2029-07-12,1077.17
1351,198,cancelled,2028-09-12,2029-07-13,1020.77
1352,124,completed,2028-09-13,2029-07-14,1062.73
1353,90,pending,2028-09-14,2029-07-15,1086.27
1354,138,completed,2028-09-15,2029-07-16,1046.27
1355,45,cancelled,2028-09-16,2029-07-17,1060.82
1356,198,cancelled,2028-09-17,2029-07-18,1078.31
1357,124,completed,2028-09-18,2029-07-19,1055.13
1358,90,pending,2028-09-19,2029-07-20,1054.43
1359,138,completed,2028-09-20,2029-07-21,1013.86
1360,45,cancelled,2028-09-21,2029-07-22,1045.47
1361,198,cancelled,2028-09-22,2029-07-23,1057.54
1362,124,completed,2028-09-23,2029-07-24,1026.3
1363,90,pending,2028-09-24,2029-07-25,1075.34
1364,138,completed,2028-09-25,2029-07-26,1070.31
1365,45,cancelled,2028-09-26,2029-07-27,1078.71
1366,198,cancelled,2028-09-27,2029-07-28,1055.09
1367,124,completed,2028-09-28,2029-07-29,1011.48
1368,90,pending,2028-09-29,2029-07-30,1045.82
1369,138,completed,2028-09-30,2029-07-31,1003.12
1370,45,cancelled,2028-10-01,2029-08-01,1047.38
1371,198,cancelled,2028-10-02,2029-08-02,1032.3
1372,124,completed,2028-10-03,2029-08-03,1013.78
1373,90,pending,2028-10-04,2029-08-04,1084.96
1374,138,completed,2028-10-05,2029-08-05,1049.5
1375,45,cancelled,2028-10-06,2029-08-06,1089.66
1376,198,cancelled,2028-10-07,2029-08-07,1031.2
1377,124,completed,2028-10-08,2029-08-08,1055.18
1378,90,pending,2028-10-09,2029-08-09,1072.49
1379,138,completed,2028-10-10,2029-08-10,1042.01
1380,45,cancelled,2028-10-11,2029-08-11,1038.35
1381,198,cancelled,2028-10-12,2029-08-12,1051.95
1382,124,completed,2028-10-13,2029-08-13,1083.75
1383,90,pending,2028-10-14,2029-08-14,1091.9
1384,138,completed,2028-10-15,2029-08-15,1095.94
1385,45,cancelled,2028-10-16,2029-08-16,1090.8
1386,198,cancelled,2028-10-17,2029-08-17,1017.69
1387,124,completed,2028-10-18,2029-08-18,1028.94
1388,90,pending,2028-10-19,2029-08-19,1055.21
1389,138,completed,2028-10-20,2029-08-20,1080.38
1390,45,cancelled,2028-10-21,2029-08-21,1029.85
1391,198,cancelled,2028-10-22,2029-08-22,1023.19
1392,124,completed,2028-10-23,2029-08-23,1047.15
1393,90,pending,2028-10-24,2029-08-24,1045.62
1394,138,completed,2028-10-25,2029-08-25,1072.5
1395,45,cancelled,2028-10-26,2029-08-26,1040.92
1396,198,cancelled,2028-10-27,2029-08-27,1014.26
1397,124,completed,2028-10-28,2029-08-28,1010.06
1398,90,pending,2028-10-29,2029-08-29,1067.7
1399,138,completed,2028-10-30,2029-08-30,1068.27
1400,45,cancelled,2028-10-31,2029-08-31,1071.6
1401,198,cancelled,2028-11-01,2029-09-01,1050.23
1402,124,completed,2028-11-02,2029-09-02,1039.69
1403,90,pending,2028-11-03,2029-09-03,1084.43
1404,138,completed,2028-11-04,2029-09-04,1056.05
1405,45,cancelled,2028-11-05,2029-09-05,1014.43
1406,198,cancelled,2028-11-06,2029-09-06,1085.16
1407,124,completed,2028-11-07,2029-09-07,1057.48
1408,90,pending,2028-11-08,2029-09-08,1068.39
1409,138,completed,2028-11-09,2029-09-09,1051.03
1410,45,cancelled,2028-11-10,2029-09-10,1036.03
1411,198,cancelled,2028-11-11,2029-09-11,1017.83
1412,124,completed,2028-11-12,2029-09-12,1078.15
1413,90,pending,2028-11-13,2029-09-13,1055.5
1414,138,completed,2028-11-14,2029-09-14,1047.95
1415,45,cancelled,2028-11-15,2029-09-15,1076.09
1416,198,cancelled,2028-11-16,2029-09-16,1011.71
1417,124,completed,2028-11-17,2029-09-17,1097.67
1418,90,pending,2028-11-18,2029-09-18,1008.76
1419,138,completed,2028-11-19,2029-09-19,1059.79
1420,45,cancelled,2028-11-20,2029-09-20,1014.78
1421,198,cancelled,2028-11-21,2029-09-21,1053.51
1422,124,completed,2028-11-22,2029-09-22,1050.31
1423,90,pending,2028-11-23,2029-09-23,1070.43
1424,138,completed,2028-11-24,2029-09-24,1020.01
1425,45,cancelled,2028-11-25,2029-09-25,1079.63
1426,198,cancelled,2028-11-26,2029-09-26,1061.38
1427,124,completed,2028-11-27,2029-09-27,1002.63
1428,90,pending,2028-11-28,2029-09-28,1050.78
1429,138,completed,2028-11-29,2029-09-29,1087.85
1430,45,cancelled,2028-11-30,2029-09-30,1010.34
1431,198,cancelled,2028-12-01,2029-10-01,1066.34
1432,124,completed,2028-12-02,2029-10-02,1089.65
1433,90,pending,2028-12-03,2029-10-03,1065.09
1434,138,completed,2028-12-04,2029-10-04,1010.56
1435,45,cancelled,2028-12-05,2029-10-05,1054.64
1436,198,cancelled,2028-12-06,2029-10-06,1060.87
1437,124,completed,2028-12-07,2029-10-07,1086.7
1438,90,pending,2028-12-08,2029-10-08,1035.35
1439,138,completed,2028-12-09,2029-10-09,1022.6
1440,45,cancelled,2028-12-10,2029-10-10,1091.87
1441,198,cancelled,2028-12-11,2029-10-11,1010.01
1442,124,completed,2028-12-12,2029-10-12,1008.14
1443,90,pending,2028-12-13,2029-10-13,1053.22
1444,138,completed,2028-12-14,2029-10-14,1071.4
1445,45,cancelled,2028-12-15,2029-10-15,1078.84
1446,198,cancelled,2028-12-16,2029-10-16,1026.17
1447,124,completed,2028-12-17,2029-10-17,1074.69
1448,90,pending,2028-12-18,2029-10-18,1097.33
1449,138,completed,2028-12-19,2029-10-19,1032.8
1450,45,cancelled,2028-12-20,2029-10-20,1029.72
1451,198,cancelled,2028-12-21,2029-10-21,1051.26
1452,124,completed,2028-12-22,2029-10-22,1063.73
1453,90,pending,2028-12-23,2029-10-23,1065.96
1454,138,completed,2028-12-24,2029-10-24,1031.91
1455,45,cancelled,2028-12-25,2029-10-25,1049.83
1456,198,cancelled,2028-12-26,2029-10-26,1037.46
1457,124,completed,2028-12-27,2029-10-27,1099.27
1458,90,pending,2028-12-28,2029-10-28,1059.29
1459,138,completed,2028-12-29,2029-10-29,1039.85
1460,45,cancelled,2028-12-30,2029-10-30,1082.14
1461,198,cancelled,2028-12-31,2029-10-31,1064.24
1462,124,completed,2029-01-01,2029-11-01,1047.78
1463,90,pending,2029-01-02,2029-11-02,1044.5
1464,138,completed,2029-01-03,2029-11-03,1011.32
1465,45,cancelled,2029-01-04,2029-11-04,1044.11
1466,198,cancelled,2029-01-05,2029-11-05,1025.26
1467,124,completed,2029-01-06,2029-11-06,1029.24
1468,90,pending,2029-01-07,2029-11-07,1005.65
1469,138,completed,2029-01-08,2029-11-08,1005.62
1470,45,cancelled,2029-01-09,2029-11-09,1006.34
1471,198,cancelled,2029-01-10,2029-11-10,1026.18
1472,124,completed,2029-01-11,2029-11-11,1087.9
1473,90,pending,2029-01-12,2029-11-12,1096.57
1474,138,completed,2029-01-13,2029-11-13,1030.45
1475,45,cancelled,2029-01-14,2029-11-14,1026.35
1476,198,cancelled,2029-01-15,2029-11-15,1009.47
1477,124,completed,2029-01-16,2029-11-16,1075.31
1478,90,pending,2029-01-17,2029-11-17,1004.16
1479,138,completed,2029-01-18,2029-11-18,1019.12
1480,45,cancelled,2029-01-19,2029-11-19,1078.72
1481,198,cancelled,2029-01-20,2029-11-20,1033.97
1482,124,completed,2029-01-21,2029-11-21,1053.04
1483,90,pending,2029-01-22,2029-11-22,1084.37
1484,138,completed,2029-01-23,2029-11-23,1036.22
1485,45,cancelled,2029-01-24,2029-11-24,1089.52
1486,198,cancelled,2029-01-25,2029-11-25,1051.9
1487,124,completed,2029-01-26,2029-11-26,1054.34
1488,90,pending,2029-01-27,2029-11-27,1017.79
1489,138,completed,2029-01-28,2029-11-28,1074.84
1490,45,cancelled,2029-01-29,2029-11-29,1058.37
1491,198,cancelled,2029-01-30,2029-11-30,1027.08
1492,124,completed,2029-01-31,2029-12-01,1088.6
1493,90,pending,2029-02-01,2029-12-02,1063.1
1494,138,completed,2029-02-02,2029-12-03,1057.35
1495,45,cancelled,2029-02-03,2029-12-04,1008.11
1496,198,cancelled,2029-02-04,2029-12-05,1011.75
1497,124,completed,2029-02-05,2029-12-06,1002.42
1498,90,pending,2029-02-06,2029-12-07,1008.88
1499,138,completed,2029-02-07,2029-12-08,1095.75
1500,45,cancelled,2029-02-08,2029-12-09,1089.06
1501,198,cancelled,2029-02-09,2029-12-10,1002.3
1502,124,completed,2029-02-10,2029-12-11,1066.61
1503,90,pending,2029-02-11,2029-12-12,1088.8
1504,138,completed,2029-02-12,2029-12-13,1073.34
1505,45,cancelled,2029-02-13,2029-12-14,1035.29
1506,198,cancelled,2029-02-14,2029-12-15,1045.39
1507,124,completed,2029-02-15,2029-12-16,1069.5
1508,90,pending,2029-02-16,2029-12-17,1081.69
1509,138,completed,2029-02-17,2029-12-18,1060.61
1510,45,cancelled,2029-02-18,2029-12-19,1017.6
1511,198,cancelled,2029-02-19,2029-12-20,1093.05
1512,124,completed,2029-02-20,2029-12-21,1094.91
1513,90,pending,2029-02-21,2029-12-22,1087.36
1514,138,completed,2029-02-22,2029-12-23,1076.1
1515,45,cancelled,2029-02-23,2029-12-24,1015.53
1516,198,cancelled,2029-02-24,2029-12-25,1039.57
1517,124,completed,2029-02-25,2029-12-26,1066.71
1518,90,pending,2029-02-26,2029-12-27,1010.71
1519,138,completed,2029-02-27,2029-12-28,1059.14
1520,45,cancelled,2029-02-28,2029-12-29,1022.93
1521,198,cancelled,2029-03-01,2029-12-30,1049.25
1522,124,completed,2029-03-02,2029-12-31,1084.34
1523,90,pending,2029-03-03,2030-01-01,1091.2
1524,138,completed,2029-03-04,2030-01-02,1050.48
1525,45,cancelled,2029-03-05,2030-01-03,1069.56
1526,198,cancelled,2029-03-06,2030-01-04,1092.22
1527,124,completed,2029-03-07,2030-01-05,1096.1
1528,90,pending,2029-03-08,2030-01-06,1083.84
1529,138,completed,2029-03-09,2030-01-07,1046.75
1530,45,cancelled,2029-03-10,2030-01-08,1055.59
1531,198,cancelled,2029-03-11,2030-01-09,1088.36
1532,124,completed,2029-03-12,2030-01-10,1056.58
1533,90,pending,2029-03-13,2030-01-11,1026.78
1534,138,completed,2029-03-14,2030-01-12,1099.37
1535,45,cancelled,2029-03-15,2030-01-13,1070.29
1536,198,cancelled,2029-03-16,2030-01-14,1070.62
1537,124,completed,2029-03-17,2030-01-15,1096.72
1538,90,pending,2029-03-18,2030-01-16,1041.25
1539,138,completed,2029-03-19,2030-01-17,1055.48
1540,45,cancelled,2029-03-20,2030-01-18,1074.08
1541,198,cancelled,2029-03-21,2030-01-19,1003.58
1542,124,completed,2029-03-22,2030-01-20,1048.88
